device_id,date,time,temperature,RH,PM2.5,lat,lon
B827EB37A814,2021-09-15,00:00:38,26.78,54.29,0.0,0.0,0.0
B827EBB27839,2021-09-15,00:01:57,21.59,54.58,0.0,0.0,0.0
B827EB4D4017,2021-09-15,00:02:08,29.81,78.32,4.0,0.0,0.0
B827EBB32FBF,2021-09-15,00:04:50,32.97,58.12,8.0,0.0,0.0
B827EBB27839,2021-09-15,00:06:58,21.79,54.7,0.0,0.0,0.0
B827EB4D4017,2021-09-15,00:07:08,29.79,78.16,3.0,0.0,0.0
B827EBB32FBF,2021-09-15,00:09:51,33.0,57.59,6.0,0.0,0.0
B827EBD93671,2021-09-15,00:10:03,31.79,70.66,9.0,0.0,0.0
B827EB37A814,2021-09-15,00:10:39,26.81,54.66,1.0,0.0,0.0
B827EBB27839,2021-09-15,00:11:58,22.11,53.9,0.0,0.0,0.0
B827EB4D4017,2021-09-15,00:12:09,29.85,77.77,4.0,0.0,0.0
B827EBB32FBF,2021-09-15,00:14:52,33.04,56.79,6.0,0.0,0.0
B827EBD93671,2021-09-15,00:15:03,31.8,70.82,11.0,0.0,0.0
B827EB37A814,2021-09-15,00:15:39,26.85,54.82,0.0,0.0,0.0
B827EBB27839,2021-09-15,00:16:59,22.63,52.59,0.0,0.0,0.0
B827EB4D4017,2021-09-15,00:17:09,29.85,77.64,4.0,0.0,0.0
B827EBB32FBF,2021-09-15,00:19:52,33.08,56.21,7.0,0.0,0.0
B827EBD93671,2021-09-15,00:20:04,31.83,70.12,9.0,0.0,0.0
B827EB37A814,2021-09-15,00:20:40,26.92,54.82,2.0,0.0,0.0
B827EBB27839,2021-09-15,00:22:00,23.24,51.3,0.0,0.0,0.0
B827EB4D4017,2021-09-15,00:22:10,29.88,77.46,4.0,0.0,0.0
B827EBB32FBF,2021-09-15,00:24:53,33.12,56.87,6.0,0.0,0.0
B827EBD93671,2021-09-15,00:25:05,31.86,70.22,9.0,0.0,0.0
B827EB37A814,2021-09-15,00:25:41,26.99,54.76,2.0,0.0,0.0
B827EBB27839,2021-09-15,00:27:00,24.0,49.46,0.0,0.0,0.0
B827EB4D4017,2021-09-15,00:27:11,29.91,77.31,3.0,0.0,0.0
B827EBB32FBF,2021-09-15,00:29:53,33.09,56.7,7.0,0.0,0.0
B827EBD93671,2021-09-15,00:30:05,31.93,70.48,10.0,0.0,0.0
B827EB37A814,2021-09-15,00:30:42,27.04,55.1,2.0,0.0,0.0
B827EBB27839,2021-09-15,00:32:01,24.6,47.97,0.0,0.0,0.0
B827EB4D4017,2021-09-15,00:32:11,29.98,77.17,4.0,0.0,0.0
B827EBB32FBF,2021-09-15,00:34:54,33.16,56.84,7.0,0.0,0.0
B827EBD93671,2021-09-15,00:35:06,31.98,70.7,13.0,0.0,0.0
