device_id,date,time,temperature,RH,PM2.5,lat,lon
B827EBB32FBF,2021-01-11,00:00:20,22.75,49.36,8.0,0.0,0.0
B827EBD93671,2021-01-11,00:00:48,18.54,63.3,17.0,0.0,0.0
B827EBAC19B5,2021-01-11,00:01:32,16.77,72.25,21.0,0.0,0.0
B827EB6733A4,2021-01-11,00:01:54,24.11,43.4,1.0,0.0,0.0
B827EB4D4017,2021-01-11,00:03:28,19.95,60.89,17.0,0.0,0.0
B827EBE3E383,2021-01-11,00:04:31,26.71,38.0,9.0,0.0,0.0
B827EBB32FBF,2021-01-11,00:05:21,22.55,49.69,8.0,0.0,0.0
B827EBD93671,2021-01-11,00:05:49,18.52,63.23,15.0,0.0,0.0
B827EBAC19B5,2021-01-11,00:06:33,16.69,72.4,20.0,0.0,0.0
B827EB6733A4,2021-01-11,00:06:56,24.11,43.24,3.0,0.0,0.0
B827EB4D4017,2021-01-11,00:08:32,19.95,60.9,16.0,0.0,0.0
B827EBE3E383,2021-01-11,00:09:33,26.7,37.99,8.0,0.0,0.0
B827EBB32FBF,2021-01-11,00:10:22,22.47,50.22,9.0,0.0,0.0
B827EBD93671,2021-01-11,00:10:53,18.55,63.13,14.0,0.0,0.0
B827EB6733A4,2021-01-11,00:11:58,24.12,43.38,1.0,0.0,0.0
B827EB4D4017,2021-01-11,00:13:35,19.95,61.01,16.0,0.0,0.0
B827EBE3E383,2021-01-11,00:14:34,26.7,38.06,8.0,0.0,0.0
B827EBB32FBF,2021-01-11,00:15:23,22.5,50.43,6.0,0.0,0.0
B827EBD93671,2021-01-11,00:15:54,18.55,63.18,15.0,0.0,0.0
B827EB6733A4,2021-01-11,00:16:59,24.12,43.49,2.0,0.0,0.0
B827EB8F4AD3,2021-01-11,00:18:03,26.32,39.04,1.0,0.0,0.0
B827EB4D4017,2021-01-11,00:18:36,19.97,61.14,17.0,0.0,0.0
B827EBE3E383,2021-01-11,00:19:35,26.69,38.07,10.0,0.0,0.0
B827EBB32FBF,2021-01-11,00:20:25,22.5,50.47,8.0,0.0,0.0
B827EBD93671,2021-01-11,00:20:55,18.54,63.32,15.0,0.0,0.0
B827EBAC19B5,2021-01-11,00:21:37,16.81,72.04,20.0,0.0,0.0
B827EB6733A4,2021-01-11,00:22:01,24.15,43.45,1.0,0.0,0.0
B827EB8F4AD3,2021-01-11,00:23:05,26.46,38.78,1.0,0.0,0.0
B827EB4D4017,2021-01-11,00:23:37,19.93,61.01,17.0,0.0,0.0
B827EBE3E383,2021-01-11,00:24:36,26.69,38.11,9.0,0.0,0.0
B827EBB32FBF,2021-01-11,00:25:26,22.51,50.69,7.0,0.0,0.0
B827EBC44A3E,2021-01-11,00:25:47,26.02,39.09,1.0,0.0,0.0
B827EBD93671,2021-01-11,00:25:57,18.52,63.29,17.0,0.0,0.0
B827EB6733A4,2021-01-11,00:27:01,24.15,43.47,2.0,0.0,0.0
B827EB4D4017,2021-01-11,00:28:38,19.98,61.06,18.0,0.0,0.0
B827EBE3E383,2021-01-11,00:29:37,26.7,38.1,10.0,0.0,0.0
B827EBB32FBF,2021-01-11,00:30:28,22.52,50.87,8.0,0.0,0.0
B827EBAC19B5,2021-01-11,00:31:40,16.78,72.4,17.0,0.0,0.0
B827EB6733A4,2021-01-11,00:32:02,24.12,43.65,2.0,0.0,0.0
B827EB8F4AD3,2021-01-11,00:33:09,26.61,38.54,1.0,0.0,0.0
B827EB4D4017,2021-01-11,00:33:39,19.95,60.68,17.0,0.0,0.0
B827EBE3E383,2021-01-11,00:34:39,26.69,38.19,9.0,0.0,0.0
B827EBB32FBF,2021-01-11,00:35:29,22.52,50.96,7.0,0.0,0.0
B827EBD93671,2021-01-11,00:35:59,18.51,63.32,15.0,0.0,0.0
B827EBAC19B5,2021-01-11,00:36:41,16.77,72.33,21.0,0.0,0.0
B827EB6733A4,2021-01-11,00:37:04,24.12,43.66,3.0,0.0,0.0
B827EB4D4017,2021-01-11,00:38:40,19.89,60.85,17.0,0.0,0.0
B827EBE3E383,2021-01-11,00:39:40,26.69,38.18,8.0,0.0,0.0
B827EBB32FBF,2021-01-11,00:40:30,22.55,51.24,6.0,0.0,0.0
B827EBD93671,2021-01-11,00:41:00,18.51,63.34,15.0,0.0,0.0
B827EBAC19B5,2021-01-11,00:41:43,16.62,73.12,22.0,0.0,0.0
B827EB6733A4,2021-01-11,00:42:04,24.14,43.68,2.0,0.0,0.0
B827EB4D4017,2021-01-11,00:43:42,19.92,61.06,18.0,0.0,0.0
B827EBE3E383,2021-01-11,00:44:41,26.73,38.31,9.0,0.0,0.0
B827EBB32FBF,2021-01-11,00:45:31,22.5,51.18,6.0,0.0,0.0
B827EBD93671,2021-01-11,00:46:01,18.54,63.4,15.0,0.0,0.0
B827EBAC19B5,2021-01-11,00:46:43,16.69,72.56,22.0,0.0,0.0
B827EB6733A4,2021-01-11,00:47:07,24.16,43.76,2.0,0.0,0.0
B827EB8F4AD3,2021-01-11,00:48:14,26.91,38.21,1.0,0.0,0.0
B827EB4D4017,2021-01-11,00:48:43,19.97,60.5,21.0,0.0,0.0
B827EBE3E383,2021-01-11,00:49:42,26.69,38.62,8.0,0.0,0.0
B827EBB32FBF,2021-01-11,00:50:33,22.65,51.1,7.0,0.0,0.0
B827EBC44A3E,2021-01-11,00:50:53,25.97,39.51,1.0,0.0,0.0
B827EBD93671,2021-01-11,00:51:02,18.52,63.62,16.0,0.0,0.0
B827EBAC19B5,2021-01-11,00:51:45,16.67,73.36,22.0,0.0,0.0
B827EB6733A4,2021-01-11,00:52:09,24.09,43.85,2.0,0.0,0.0
B827EBE3E383,2021-01-11,00:54:43,26.66,38.93,8.0,0.0,0.0
B827EBB32FBF,2021-01-11,00:55:34,22.5,50.98,11.0,0.0,0.0
B827EBD93671,2021-01-11,00:56:03,18.54,63.59,20.0,0.0,0.0
B827EBAC19B5,2021-01-11,00:56:47,16.74,72.7,26.0,0.0,0.0
B827EB6733A4,2021-01-11,00:57:13,24.12,43.92,3.0,0.0,0.0
B827EB8F4AD3,2021-01-11,00:58:18,26.9,38.26,1.0,0.0,0.0
B827EB4D4017,2021-01-11,00:58:45,19.89,61.42,20.0,0.0,0.0
B827EBE3E383,2021-01-11,00:59:45,26.67,39.58,8.0,0.0,0.0
B827EBB32FBF,2021-01-11,01:00:36,22.52,51.08,10.0,0.0,0.0
B827EBD93671,2021-01-11,01:01:05,18.5,63.58,19.0,0.0,0.0
B827EBAC19B5,2021-01-11,01:01:50,16.74,72.93,23.0,0.0,0.0
